1, 136200000, 45482
2, 151200000, 3683
3, 157200000, 4844
4, 158200000, 2442
5, 159200000, 5482
6, 168200000, 5482
7, 176200000, 4884
8, 177200000, 2442
9, 182200000, 5683
10, 187200000, 4884
11, 202200000, 31711
13, 207200000, 14743
14, 210200000, 11615
15, 211200000, 54008
16, 216200000, 5884
17, 221200000, 4683
18, 223200000, 2683
19, 224200000, 9575
20, 226200000, 4884
1, 236200000, 4844
2, 251200000, 4683
3, 257200000, 4844
4, 258200000, 2442
5, 259200000, 3884
6, 268200000, 4844
7, 276200000, 27683
8, 277200000, 2482
9, 282200000, 5683
10, 287200000, 5085
11, 302200000, 5884
12, 305200000, 5683
13, 307200000, 5085
14, 310200000, 5683
15, 311200000, 4844
17, 321200000, 4683
18, 323200000, 2482
19, 324200000, 5085
20, 326200000, 6683
1, 336200000, 5482
2, 351200000, 3643
3, 357200000, 61876
4, 358200000, 2442
5, 359200000, 3643
6, 368200000, 4844
7, 376200000, 4844
8, 377200000, 2442
9, 382200000, 42043
10, 387200000, 5884
11, 402200000, 6482
12, 405200000, 12230
13, 407200000, 15289
14, 410200000, 5884
15, 411200000, 4884
16, 416200000, 5884
17, 421200000, 57145
18, 423200000, 2442
19, 424200000, 4884
20, 426200000, 5085
1, 436200000, 4844
2, 451200000, 4482
3, 457200000, 5482
4, 458200000, 2482
5, 459200000, 3643
6, 468200000, 4844
7, 476200000, 5884
8, 477200000, 2442
9, 482200000, 4844
10, 487200000, 4844
12, 505200000, 6482
13, 507200000, 5683
14, 510200000, 25964
15, 511200000, 4844
16, 516200000, 4884
17, 521200000, 3643
18, 523200000, 3482
19, 524200000, 5683
20, 526200000, 4844
1, 536200000, 13881
2, 551200000, 3643
3, 557200000, 129608
4, 558200000, 2442
6, 568200000, 4844
7, 576200000, 31683
8, 577200000, 3482
9, 582200000, 31711
10, 587200000, 51657
11, 602200000, 4844
12, 605200000, 4844
13, 607200000, 4844
14, 610200000, 4844
15, 611200000, 4844
16, 616200000, 4884
17, 621200000, 3643
18, 623200000, 2442
19, 624200000, 4884
20, 626200000, 18532
1, 636200000, 5683
2, 651200000, 3683
3, 657200000, 5683
4, 658200000, 20111
5, 659200000, 3643
6, 668200000, 4884
7, 676200000, 72683
8, 677200000, 2442
9, 682200000, 5085
10, 687200000, 5884
11, 702200000, 4844
12, 705200000, 4844
13, 707200000, 12913
14, 710200000, 4884
15, 711200000, 50951
16, 716200000, 4844
17, 721200000, 5482
18, 723200000, 2442
19, 724200000, 4844
20, 726200000, 5884
1, 736200000, 5884
2, 751200000, 3643
3, 757200000, 4844
4, 758200000, 2442
5, 759200000, 3643
6, 768200000, 4844
7, 776200000, 5085
8, 777200000, 2442
10, 787200000, 4844
11, 802200000, 5884
12, 805200000, 6482
13, 807200000, 4884
14, 810200000, 4844
15, 811200000, 4844
16, 816200000, 5085
17, 821200000, 3643
18, 823200000, 2442
19, 824200000, 4844
20, 826200000, 39482
1, 836200000, 5884
2, 851200000, 3643
3, 857200000, 5683
4, 858200000, 2442
5, 859200000, 3643
6, 868200000, 5884
7, 876200000, 5683
8, 877200000, 2482
9, 882200000, 4844
10, 887200000, 5884
11, 902200000, 5482
12, 905200000, 5482
13, 907200000, 4844
14, 910200000, 5683
15, 911200000, 4844
16, 916200000, 4844
17, 921200000, 3643
18, 923200000, 2482
19, 924200000, 4844
20, 926200000, 5884
1, 936200000, 4884
2, 951200000, 4683
3, 957200000, 5085
4, 958200000, 2442
5, 959200000, 4482
7, 976200000, 31082
8, 977200000, 2442
9, 982200000, 5884
10, 987200000, 4844
11, 1002200000, 4884
12, 1005200000, 5884
13, 1007200000, 4884
14, 1010200000, 4844
15, 1011200000, 5085
17, 1021200000, 3643
18, 1023200000, 3482
19, 1024200000, 5085
20, 1026200000, 39142
1, 1036200000, 5085
2, 1051200000, 6482
3, 1057200000, 6482
4, 1058200000, 2442
5, 1059200000, 3643
6, 1068200000, 4844
7, 1076200000, 5085
8, 1077200000, 2442
9, 1082200000, 40055
11, 1102200000, 35482
12, 1105200000, 4844
13, 1107200000, 4844
14, 1110200000, 4884
15, 1111200000, 4884
16, 1116200000, 6683
17, 1121200000, 6125
18, 1123200000, 4924
19, 1124200000, 5085
20, 1126200000, 7326
1, 1136200000, 5683
2, 1151200000, 3643
3, 1157200000, 4844
4, 1158200000, 2482
5, 1159200000, 41964
6, 1168200000, 4844
7, 1176200000, 28446
8, 1177200000, 2442
9, 1182200000, 38683
10, 1187200000, 4844
11, 1202200000, 4844
12, 1205200000, 7884
13, 1207200000, 4844
14, 1210200000, 4844
15, 1211200000, 4844
16, 1216200000, 5085
17, 1221200000, 6125
18, 1223200000, 2442
19, 1224200000, 18215
20, 1226200000, 4844
1, 1236200000, 8482
2, 1251200000, 4482
3, 1257200000, 5884
4, 1258200000, 4924
5, 1259200000, 3683
6, 1268200000, 5085
7, 1276200000, 4844
8, 1277200000, 2442
9, 1282200000, 35326
10, 1287200000, 23798
11, 1302200000, 5683
12, 1305200000, 5884
13, 1307200000, 5683
14, 1310200000, 7683
15, 1311200000, 4884
16, 1316200000, 6580
17, 1321200000, 3683
18, 1323200000, 2442
19, 1324200000, 4844
20, 1326200000, 7326
1, 1336200000, 7326
2, 1351200000, 59145
3, 1357200000, 7884
4, 1358200000, 2683
5, 1359200000, 4683
6, 1368200000, 5683
7, 1376200000, 9683
