1, 133200000, 469884
2, 139200000, 5085
3, 141200000, 5683
4, 147200000, 5085
5, 149200000, 34752
6, 153200000, 10482
7, 163200000, 4884
8, 165200000, 521884
9, 167200000, 5085
10, 172200000, 3884
11, 173200000, 5482
12, 181200000, 36178
13, 192200000, 3643
14, 199200000, 5683
15, 209200000, 3643
16, 213200000, 140084
17, 214200000, 4844
18, 217200000, 5482
19, 225200000, 16488
20, 229200000, 5683
1, 233200000, 6482
2, 239200000, 45091
3, 241200000, 4844
4, 247200000, 4844
5, 249200000, 518426
6, 253200000, 4844
7, 263200000, 50256
8, 265200000, 4844
9, 267200000, 5482
10, 272200000, 5482
11, 273200000, 5482
12, 281200000, 3643
13, 292200000, 68347
14, 299200000, 4844
15, 309200000, 255530
16, 313200000, 73934
17, 314200000, 5482
18, 317200000, 61482
19, 325200000, 4844
20, 329200000, 4844
1, 333200000, 4844
2, 339200000, 4884
3, 341200000, 5683
4, 347200000, 165641
5, 349200000, 6683
6, 353200000, 5683
7, 363200000, 5482
8, 365200000, 369060
9, 367200000, 4844
10, 372200000, 3643
11, 373200000, 5683
12, 381200000, 3643
13, 392200000, 3643
14, 399200000, 4844
15, 409200000, 27136
16, 413200000, 4844
17, 414200000, 4844
18, 417200000, 5085
19, 425200000, 4844
20, 429200000, 4844
1, 433200000, 4884
2, 439200000, 4844
3, 441200000, 85482
4, 447200000, 4844
5, 449200000, 4844
6, 453200000, 4844
7, 463200000, 4844
8, 465200000, 158542
9, 467200000, 5683
10, 472200000, 3683
11, 473200000, 565941
12, 481200000, 3643
13, 492200000, 3643
14, 499200000, 38482
15, 509200000, 3643
16, 513200000, 4844
17, 514200000, 4844
18, 517200000, 5085
19, 525200000, 5884
20, 529200000, 5085
1, 533200000, 4884
2, 539200000, 57141
3, 541200000, 256872
4, 547200000, 5884
5, 549200000, 4844
6, 553200000, 109945
7, 563200000, 147655
8, 565200000, 4844
9, 567200000, 5482
10, 572200000, 356830
11, 573200000, 5482
12, 581200000, 439428
13, 592200000, 475495
14, 599200000, 4844
15, 609200000, 4482
16, 613200000, 5085
17, 614200000, 82205
18, 617200000, 45006
19, 625200000, 288455
20, 629200000, 5482
1, 633200000, 23075
2, 639200000, 42683
3, 641200000, 108600
4, 647200000, 110943
5, 649200000, 4844
6, 653200000, 5683
7, 663200000, 273551
8, 665200000, 5085
9, 667200000, 4844
10, 672200000, 3643
11, 673200000, 11222
12, 681200000, 3683
13, 692200000, 4482
14, 699200000, 4884
15, 709200000, 107482
16, 713200000, 5085
17, 714200000, 5085
18, 717200000, 4844
19, 725200000, 21388
20, 729200000, 5884
1, 733200000, 4844
2, 739200000, 5683
3, 741200000, 4844
4, 747200000, 4884
5, 749200000, 4844
6, 753200000, 40387
7, 763200000, 5683
8, 765200000, 4844
9, 767200000, 4844
10, 772200000, 4683
11, 773200000, 4884
12, 781200000, 86181
13, 792200000, 4482
14, 799200000, 78831
15, 809200000, 4482
16, 813200000, 4844
17, 814200000, 4844
18, 817200000, 4844
19, 825200000, 6482
20, 829200000, 441071
1, 833200000, 4844
2, 839200000, 4844
3, 841200000, 4844
4, 847200000, 5884
5, 849200000, 4884
6, 853200000, 5683
7, 863200000, 4844
8, 865200000, 5085
9, 867200000, 4844
10, 872200000, 3643
11, 873200000, 6482
12, 881200000, 30223
13, 892200000, 38463
14, 899200000, 4884
15, 909200000, 3643
16, 913200000, 4844
17, 914200000, 4844
18, 917200000, 5884
19, 925200000, 53718
20, 929200000, 4844
1, 933200000, 302895
2, 939200000, 50228
3, 941200000, 538016
4, 947200000, 624942
5, 949200000, 6607
6, 953200000, 4844
7, 963200000, 450477
8, 965200000, 5085
9, 967200000, 263620
10, 972200000, 112209
11, 973200000, 67683
12, 981200000, 3643
13, 992200000, 3643
14, 999200000, 5884
15, 1009200000, 5482
16, 1013200000, 50734
17, 1014200000, 4844
18, 1017200000, 4844
19, 1025200000, 5482
20, 1029200000, 4884
1, 1033200000, 7326
2, 1039200000, 5683
3, 1041200000, 4884
4, 1047200000, 6482
5, 1049200000, 22272
6, 1053200000, 7683
7, 1063200000, 347623
8, 1065200000, 5482
9, 1067200000, 5884
10, 1072200000, 400664
11, 1073200000, 63404
12, 1081200000, 30510
13, 1092200000, 3683
14, 1099200000, 4844
15, 1109200000, 3884
16, 1113200000, 7326
17, 1114200000, 4844
18, 1117200000, 4844
19, 1125200000, 619344
20, 1129200000, 38941
1, 1133200000, 5683
2, 1139200000, 4884
3, 1141200000, 9607
4, 1147200000, 491765
5, 1149200000, 4884
6, 1153200000, 5482
7, 1163200000, 6683
8, 1165200000, 5085
9, 1167200000, 28884
10, 1172200000, 6125
11, 1173200000, 4844
12, 1181200000, 3643
13, 1192200000, 3643
14, 1199200000, 4844
16, 1213200000, 386409
17, 1214200000, 4844
18, 1217200000, 5482
19, 1225200000, 7326
20, 1229200000, 4844
1, 1233200000, 623796
2, 1239200000, 4844
3, 1241200000, 7326
4, 1247200000, 6446
5, 1249200000, 4844
6, 1253200000, 4844
7, 1263200000, 5884
8, 1265200000, 25039
9, 1267200000, 4884
10, 1272200000, 6683
11, 1273200000, 4844
12, 1281200000, 4683
13, 1292200000, 4482
14, 1299200000, 5085
15, 1309200000, 3643
16, 1313200000, 294139
17, 1314200000, 4844
18, 1317200000, 123492
19, 1325200000, 4844
20, 1329200000, 4844
1, 1333200000, 4844
2, 1339200000, 5683
3, 1341200000, 66482
4, 1347200000, 4844
5, 1349200000, 6482
6, 1353200000, 4844
7, 1363200000, 4844
8, 1365200000, 4844
9, 1367200000, 153962
10, 1372200000, 3683
11, 1373200000, 4844
12, 1381200000, 3643
13, 1392200000, 3643
14, 1399200000, 4844
15, 1409200000, 44482
16, 1413200000, 5482
17, 1414200000, 8482
18, 1417200000, 4844
19, 1425200000, 241971
20, 1429200000, 5683
1, 1433200000, 46934
2, 1439200000, 4844
3, 1441200000, 4884
4, 1447200000, 35683
5, 1449200000, 4844
6, 1453200000, 4844
7, 1463200000, 4844
8, 1465200000, 5884
9, 1467200000, 5482
10, 1472200000, 3643
11, 1473200000, 5683
12, 1481200000, 3643
13, 1492200000, 7723
14, 1499200000, 136756
15, 1509200000, 3643
16, 1513200000, 4844
17, 1514200000, 7567
18, 1517200000, 4844
19, 1525200000, 10896
20, 1529200000, 5482
1, 1533200000, 7683
2, 1539200000, 4884
3, 1541200000, 40186
4, 1547200000, 5884
5, 1549200000, 487629
6, 1553200000, 6482
7, 1563200000, 143482
8, 1565200000, 21978
9, 1567200000, 115482
10, 1572200000, 46376
11, 1573200000, 31912
12, 1581200000, 3643
13, 1592200000, 3683
14, 1599200000, 4844
15, 1609200000, 3643
16, 1613200000, 4844
17, 1614200000, 235683
18, 1617200000, 57723
19, 1625200000, 4844
20, 1629200000, 7326
1, 1633200000, 6482
2, 1639200000, 4844
3, 1641200000, 7567
4, 1647200000, 8482
5, 1649200000, 51482
6, 1653200000, 4844
7, 1663200000, 5884
8, 1665200000, 4844
9, 1667200000, 41958
10, 1672200000, 3643
11, 1673200000, 5085
12, 1681200000, 3643
13, 1692200000, 3643
14, 1699200000, 4844
15, 1709200000, 449509
16, 1713200000, 5085
17, 1714200000, 7482
18, 1717200000, 18305
19, 1725200000, 483895
20, 1729200000, 4844
1, 1733200000, 122028
2, 1739200000, 44884
3, 1741200000, 59482
4, 1747200000, 318959
5, 1749200000, 7326
6, 1753200000, 4844
7, 1763200000, 56329
8, 1765200000, 48488
9, 1767200000, 84691
10, 1772200000, 52482
11, 1773200000, 5085
12, 1781200000, 359837
13, 1792200000, 4683
14, 1799200000, 67447
15, 1809200000, 6125
16, 1813200000, 5482
17, 1814200000, 24847
18, 1817200000, 7482
19, 1825200000, 69432
20, 1829200000, 5884
1, 1833200000, 21629
2, 1839200000, 148695
3, 1841200000, 8482
4, 1847200000, 5085
5, 1849200000, 5085
6, 1853200000, 4844
7, 1863200000, 8683
8, 1865200000, 66518
9, 1867200000, 5085
10, 1872200000, 3643
11, 1873200000, 554482
12, 1881200000, 4482
13, 1892200000, 4683
14, 1899200000, 4844
15, 1909200000, 72952
16, 1913200000, 4844
17, 1914200000, 68034
