1, 2, 1031200000, 4844, 8482
1, 3, 1033200000, 4844, 6683
1, 4, 1037200000, 31992, 6085
1, 5, 1042200000, 4844, 6085
1, 6, 1044200000, 4844, 6683
1, 7, 1045200000, 4844, 6085
1, 8, 1051200000, 267618, 6085
1, 9, 1053200000, 5482, 6085
1, 10, 1056200000, 4844, 5683
1, 11, 1068200000, 5085, 6326
1, 12, 1071200000, 75854, 4884
1, 13, 1084200000, 5085, 5125
1, 14, 1086200000, 32077, 33683
1, 15, 1087200000, 96848, 65857
1, 16, 1113200000, 4844, 6085
1, 17, 1118200000, 5482, 6085
1, 18, 1130200000, 5085, 48693
1, 19, 1132200000, 73078, 26521
1, 20, 1138200000, 4844, 6085
2, 3, 1141200000, 6683, 7125
2, 4, 1143200000, 25887, 28683
2, 5, 1144200000, 4844, 69482
2, 6, 1161200000, 5085, 6482
2, 7, 1170200000, 156278, 71884
2, 8, 1172200000, 205670, 508672
2, 9, 1178200000, 5085, 6326
2, 10, 1188200000, 5884, 164524
2, 11, 1198200000, 343189, 6085
2, 12, 1200200000, 35482, 4884
2, 13, 1202200000, 466280, 4884
2, 14, 1205200000, 5482, 6125
2, 15, 1212200000, 4844, 5683
2, 16, 1213200000, 4844, 383927
2, 17, 1218200000, 5683, 6683
2, 18, 1223200000, 7482, 592683
2, 19, 1225200000, 4844, 6085
2, 20, 1226200000, 69482, 6085
3, 4, 1240200000, 6683, 7125
3, 5, 1241200000, 4844, 6482
3, 6, 1248200000, 44203, 6085
3, 7, 1256200000, 6683, 6085
3, 8, 1264200000, 380165, 381482
3, 9, 1272200000, 6482, 6085
3, 10, 1275200000, 50482, 6482
3, 11, 1285200000, 6482, 6326
3, 12, 1289200000, 4884, 37736
3, 13, 1291200000, 363923, 5482
3, 14, 1303200000, 6482, 7482
3, 15, 1308200000, 4844, 4884
3, 16, 1311200000, 6683, 6085
3, 17, 1315200000, 4844, 6085
3, 18, 1334200000, 5085, 7482
3, 19, 1336200000, 4844, 6085
3, 20, 1346200000, 4844, 6085
4, 5, 1350200000, 12482, 11387
4, 6, 1358200000, 7892, 6085
4, 8, 1376200000, 4884, 73480
4, 9, 1377200000, 5482, 6683
4, 10, 1395200000, 5683, 4884
4, 11, 1398200000, 212532, 200683
4, 12, 1402200000, 4844, 5482
4, 13, 1408200000, 5085, 5125
4, 14, 1412200000, 173683, 174333
4, 15, 1414200000, 4844, 4884
4, 16, 1427200000, 5482, 6085
4, 17, 1428200000, 4844, 6482
4, 18, 1430200000, 5085, 6326
4, 19, 1443200000, 6482, 6085
4, 20, 1446200000, 5884, 6085
5, 6, 1451200000, 6482, 6085
5, 7, 1455200000, 479308, 480549
5, 8, 1469200000, 4844, 6085
5, 9, 1478200000, 5884, 6884
5, 10, 1486200000, 18340, 50300
5, 11, 1489200000, 393124, 394482
5, 12, 1491200000, 4884, 5482
5, 13, 1492200000, 5683, 6482
5, 14, 1495200000, 5085, 7482
5, 15, 1496200000, 33117, 74856
5, 16, 1497200000, 12884, 13074
5, 17, 1503200000, 4844, 6085
5, 18, 1504200000, 5085, 6683
5, 19, 1508200000, 4844, 327233
5, 20, 1511200000, 5884, 6085
6, 7, 1512200000, 4844, 75368
6, 8, 1514200000, 5085, 6326
6, 9, 1515200000, 4844, 6085
6, 10, 1533200000, 5683, 6482
6, 11, 1534200000, 4844, 6085
6, 12, 1536200000, 80008, 5125
6, 13, 1538200000, 4844, 5482
6, 14, 1544200000, 4844, 6683
6, 15, 1546200000, 100482, 4884
6, 16, 1548200000, 5482, 6125
6, 17, 1549200000, 4844, 133007
6, 18, 1552200000, 4844, 6085
6, 19, 1554200000, 5482, 343261
6, 20, 1557200000, 4844, 7326
7, 8, 1561200000, 4844, 625942
7, 9, 1565200000, 56482, 6085
7, 10, 1584200000, 5085, 5125
7, 11, 1587200000, 5683, 54511
7, 12, 1588200000, 4844, 6482
7, 13, 1590200000, 33438, 4884
7, 14, 1593200000, 4844, 30783
7, 15, 1598200000, 5085, 5125
7, 16, 1606200000, 4844, 6085
7, 17, 1610200000, 4884, 274751
7, 18, 1617200000, 5683, 56482
7, 19, 1619200000, 8372, 6085
7, 20, 1623200000, 4884, 6085
8, 9, 1624200000, 4844, 6085
8, 10, 1629200000, 5482, 5482
